ID Anggota;Tipe Keanggotaan;Kode Eksemplar;Judul;Kode Klasifikasi;Nama Klasifikasi;Tanggal Pinjam;Tanggal Kembali;Status peminjaman;Bulan Peminjaman
2305020059;FISIP;46569;HUKUM ADMINISTRASI NEGARA;341;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020059;FISIP;98.3;MANAJEMEN STRATEGIS;658;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2204010008;FEBM;2248.1;Akuntansi manajemen informasi untuk pengambilan keputusan strategis;657;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2305040006;FISIP;40888;UUD RI 1945 sebelum dan setelah amandemen;342;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305040006;FISIP;15.126.1;HUKUM TATA NEGARA INDONESIA;340;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305040006;FISIP;15.609.2;Hukum Tata Negara dan Hukum Administrasi Negara dalam Perspektif Siyasah;214;Agama;2024-03-27;2024-04-03;Telah Kembali;Maret
2305040050;FISIP;15.609.1;Hukum Tata Negara dan Hukum Administrasi Negara dalam Perspektif Siyasah;214;Agama;2024-03-27;2024-04-03;Telah Kembali;Maret
2305040050;FISIP;15.368.1;Latihan Ujian: Hukum Pidana;340;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2304120167;FEBM;33420;Pengantar Teori Ekonomi;330;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2304010061;FEBM;12103;pengantar ilmu ekonomi;330;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2304120118;FEBM;172.01;Pengantar Teori Ekonomi;330;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2003010072;FKIP;48780;Media konvensional dan media online;302;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2003010072;FKIP;19837;Teknik membaca;418;Bahasa;2024-03-27;2024-04-03;Telah Kembali;Maret
2104010085;FEBM;91.1;akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2104010063;FEBM;42639;Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;657;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2305170074;FISIP;15.274.2;Dasar-Dasar Hukum Pidana;345;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020051;FISIP;19709;Pengantar sosiologi;301;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020051;FISIP;2861.1;Hukum administrasi;342;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020051;FISIP;2112.5;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020070;FISIP;37775;Pengantar sosiologi;301;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2305020070;FISIP;101sm3;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2303050046;FKIP;19841;Learning english;425;Bahasa;2024-03-27;2024-04-03;Telah Kembali;Maret
2303050046;FKIP;23380;CARA CEPAT MENGUASAI GRAMMAR TANPA RIBET;425;Bahasa;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020038;FEBM;32036;Pengantar bisnis: konsep, strategi & kasus;330;Ilmu-ilmu sosial;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020068;FEBM;41890;Etika bisnis dan profesi;174;Filsafat;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020056;FEBM;1903.1;Etika Bisnis;650;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020079;FEBM;35546;Etika Bisnis;650;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020072;FEBM;47081;Etika bisnis dan profesi;174;Filsafat;2024-03-27;2024-04-03;Telah Kembali;Maret
2304130133;FEBM;48687;Etika bisnis dan profesi;174;Filsafat;2024-03-27;2024-04-03;Telah Kembali;Maret
2003010063;FKIP;60112;PENGAJARAN WACANA;401;Bahasa;2024-03-27;2024-03-29;Telah Kembali;Maret
2003010063;FKIP;1098PB3.8;Analisis Wacana teori & metode;400;Bahasa;2024-03-27;2024-03-29;Telah Kembali;Maret
2003010019;FKIP;50413;EYD & SEPUTAR KEBAHASAAN-INDONESIA;400;Bahasa;2024-03-27;2024-03-29;Telah Kembali;Maret
2003010019;FKIP;32777;PENGANTAR SEMANTIK BAHASA INDONESIA;400;Bahasa;2024-03-27;2024-03-29;Telah Kembali;Maret
2304020165;FEBM;40926;Pengantar bisnis teori dan contoh kasus;650;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2304130175;FEBM;49590;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2304130150;FEBM;41888;Etika bisnis dan profesi;174;Filsafat;2024-03-27;2024-04-03;Telah Kembali;Maret
2304130150;FEBM;p0000023;Pengantar Praktis Akuntansi;657;Ilmu-ilmu terapan;2024-03-27;2024-04-03;Telah Kembali;Maret
2304130115;FEBM;39311;Etika Profesi Berbagai Bidang;174;Filsafat;2024-03-27;2024-04-03;Telah Kembali;Maret
2304020054;FEBM;50569;AKUNTANSI KEUANGAN INTERMEDIATE ACCOUNTING;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010070;FEBM;561.1;AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010060;FEBM;41143;AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2303010015;FKIP;19925;Kurikulum dan pembelajaran;375;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2303010010;FKIP;31544;IMPLEMENTASI KURIKULUM 2004;375;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2303010038;FKIP;19338;IMPLEMENTASI KURIKULUM 2004;375;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2303010049;FKIP;44553;Perencanaan Dan Pengembangan Kurikulum;375;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2303010049;FKIP;20409;Tanya jawab pengembangan kurikulum & materi pembelajaran;375;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010115;FEBM;1406.3.2;ECONOMICS PENGANTAR MIKRO DAN MAKRO;339;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304230016;FEBM;42736;TEORI DAN METODE DALAM ILMU POLITIK;320;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304230016;FEBM;6391;PERKEMBANGAN HUKUM ADAT INDONESIA;340;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010068;FEBM;28168;HUKUM BISNIS;340;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010068;FEBM;110011;Pengantar Teori Ekonomi;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010015;FEBM;50343;HUKUM BISNIS;340;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010015;FEBM;50637;Berjuta rasanya;813;Kesusastraan;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010069;FEBM;33869;EKONOMI MATEMATIKA BISNIS;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2205040073;FISIP;26181;Hukum agraria;346;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
196210191993101002;DOSEN;50703;Kepemimpinan sejarah, teori, dan implementasinya pada pengusaha kecil;303;Ilmu-ilmu sosial;2024-03-26;2024-05-01;Telah Kembali;Maret
196210191993101002;DOSEN;30635;Kepemimpinan teori dan praktik, edisi keenam;303;Ilmu-ilmu sosial;2024-03-26;2024-05-01;Telah Kembali;Maret
2304120155;FEBM;49903;Penyalin cahaya sebuah novel adaptasi;813;Kesusastraan;2024-03-26;2024-04-02;Telah Kembali;Maret
2004010010;FEBM;44346;ALAT ANALISIS DATA;1;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2004010010;FEBM;20225;Metode penelitian kuantitatif;1;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010139;FEBM;41115;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010139;FEBM;49339;Akuntansi manajemen;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010139;FEBM;37858;Manajemen edisi 2;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010119;FEBM;43017;Perpajakan Teori dan Teknis Perhitungan;336;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010119;FEBM;U00300041;Perpajakan Teori dan Teknis Perhitungan;336;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2204010119;FEBM;U00300044;Perpajakan Teori dan Teknis Perhitungan;336;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010063;FEBM;50058;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304010070;FEBM;29387;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304120170;FEBM;1.1;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2305020098;FISIP;38786;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2305020098;FISIP;1793.3;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2305020098;FISIP;35231;Hukum Administrasi Negara;341;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304020067;FEBM;28555;Etika bisnis bagi pelaku bisnis;174;Filsafat;2024-03-26;2024-04-02;Telah Kembali;Maret
2304020054;FEBM;43776;The Essence Of Business Ethics (Etika Bisnis);174;Filsafat;2024-03-26;2024-04-02;Telah Kembali;Maret
2304020050;FEBM;42082;Etika bisnis bagi pelaku bisnis;174;Filsafat;2024-03-26;2024-04-02;Telah Kembali;Maret
2304020047;FEBM;28557;Etika bisnis bagi pelaku bisnis;174;Filsafat;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130140;FEBM;21810;Pengantar bisnis: konsep, strategi & kasus;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130140;FEBM;U0000144;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130169;FEBM;49712;Akuntansi pengantar 1;657;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130169;FEBM;433.2;Bisnis pengantar konsep, strategi, & kasus;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130169;FEBM;U0000142;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010011;FKIP;12.16.2;Pengantar ilmu antropologi;301;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010011;FKIP;48548;Teori kajian sastra kritis : perspektif tokoh sastra di indonesia;802;Kesusastraan;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010011;FKIP;48467;Teori sastra sepanjang zaman : tokoh, konsep, dan aplikasi;800;Kesusastraan;2024-03-26;2024-04-02;Telah Kembali;Maret
2203020068;FKIP;44770;Merencanakan Pembelajaran Kimia Di Sekolah : Berbasis Hasil Riset Pengembangan;371;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2203020068;FKIP;21049;Rahasia jadi guru favorit-inspiratif;371;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2203020068;FKIP;20537;Perencanaa pembelajaran;371;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2203020066;FKIP;22263;Belajar dan pembelajaran SAINS;372;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2203020066;FKIP;32424;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010067;FKIP;20938;METODE PENELITIAN SASTRA;1;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010067;FKIP;30321;PSIKOLOGI SASTRA;801;Kesusastraan;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010067;FKIP;48189;METODOLOGI PENELITIAN KUALITATIF;1;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010045;FKIP;20338;Tes bahasa;59;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010045;FKIP;24657;BAHASA INDONESIA UNTUK PERGURUAN TINGGI;410;Bahasa;2024-03-26;2024-04-02;Telah Kembali;Maret
2003010045;FKIP;1800.1;MENULIS;372;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2003020010;FKIP;19060;Metode & teknik menyusun proposal penelitian;1;Karya umum;2024-03-26;2024-04-02;Telah Kembali;Maret
2003020010;FKIP;2018.1;Metode penelitian pendidikan & pengembangan;371;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2305150063;FISIP;25514;Pengantar Ilmu Politik;320;Ilmu-ilmu sosial;2024-03-26;2024-04-02;Telah Kembali;Maret
2304130196;FEBM;339MHS3.1;Ekonomi Makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2304130196;FEBM;40179;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2304130196;FEBM;272HB3.1;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2304020077;FEBM;40947;Ekonomi makro pengantar;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2104010081;FEBM;29203;AKUNTANSI SEKTOR PUBLIK: Suatu Pengantar;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2104010034;FEBM;378apbn3.2;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2104010034;FEBM;1051.3.6;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2104010034;FEBM;17518;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2304130115;FEBM;282SM3;Kamus istilah keuangan & akuntansi;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2304130115;FEBM;47593;Makro ekonomi : aplikasi untuk indonesia;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010020;FKIP;49238;Analisis wacana kajian teoritis dan praktis ed.2;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010020;FKIP;31523;ANALISIS TEKS MEDIA;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010020;FKIP;45407;Critical Discourse Analysis (Analisis Wacana Kritis) : Landasan Teori, Metodologi dan Penerapan;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
2104020129;FEBM;1490;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010037;FKIP;45349;JENIS-JENIS TEKS;499;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020152;FEBM;29715;Mudah menguasai SPSS;4;Karya umum;2024-03-25;2024-04-01;Telah Kembali;Maret
2204010134;FEBM;27220;Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204010134;FEBM;49044;Akuntansi manajemen biaya sebuah pengantar;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204010134;FEBM;322pb3.1;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020030;FEBM;24612;akuntansi manajemen ed. 3;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020038;FEBM;2243.1;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020007;FEBM;2239.4;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010057;FKIP;33565;Media pembelajaran;371;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2003010057;FKIP;45290;ANALISIS WACANA PENGANTAR ANALISIS TEKS MEDIA;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
2304020066;FEBM;33286;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2304020046;FEBM;33283;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2304020063;FEBM;41082;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2304020087;FEBM;33291;AKUNTANSI KEUANGAN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2205040087;FISIP;24193;Hukum pajak;336;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2205040087;FISIP;24228;Perpajakan Revisi 2008;336;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2204010007;FEBM;29285;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204010039;FEBM;24172;AKUNTANSI PAJAK ED.2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2004020078;FEBM;34497;Manajemen Strategis Buku 2;658;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
190569201044;FISIP;1523.2;Sosiologi;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
190569201043;FISIP;23446;Sosiologi konsep dan teori;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
190569201043;FISIP;29498;Sosiologi;301;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201105;FKIP;19292;PSIKOLOGI SASTRA;801;Kesusastraan;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201105;FKIP;422.01;metodologi penelitian sastra;1;Karya umum;2024-03-25;2024-04-01;Telah Kembali;Maret
2303020030;FKIP;47168;Mathematics undercover;510;Ilmu-ilmu murni;2024-03-25;2024-04-01;Telah Kembali;Maret
2203050088;FKIP;45950;Stranger than fanfiction;823;Kesusastraan;2024-03-25;2024-04-01;Telah Kembali;Maret
2203050088;FKIP;45511;The seagul reader stries;813;Kesusastraan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020099;FEBM;49102;Akuntansi manajemen pendekatan studi kasus;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020119;FEBM;41139;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2204020093;FEBM;39619;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201099;FKIP;20235;Ancangan Simiotika dan Pekajian Susastra;810;Kesusastraan;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201099;FKIP;22721;Teori dan aplikasi semiotik michael riffaterre;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201099;FKIP;45093;Pengantar Semiotika;401;Bahasa;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201049;FKIP;47187;Teori sastra sepanjang zaman : tokoh, konsep dan aplikasi;800;Kesusastraan;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201049;FKIP;50761;Metodologi penelitian kebudayaan;1;Karya umum;2024-03-25;2024-04-01;Telah Kembali;Maret
190388201049;FKIP;40203;SEMIOTIKA KAMUNIKASI APLIKASI PRAKTIS BAGI PENELITIAN DAN SKRIPSI KOMUNIKASI;1;Karya umum;2024-03-25;2024-04-01;Telah Kembali;Maret
2304120116;FEBM;24180;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2304010013;FEBM;178SM3;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-25;2024-04-01;Telah Kembali;Maret
2304130119;FEBM;40413;ACCOUNTING PENGANTAR AKUNTANSI BUKU 2;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2104010050;FEBM;42419;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-25;2024-04-01;Telah Kembali;Maret
2303070067;FKIP;49833;Si anak savana;813;Kesusastraan;2024-03-22;2024-03-29;Telah Kembali;Maret
2303070067;FKIP;49783;Harga sebuah percaya;813;Kesusastraan;2024-03-22;2024-03-29;Telah Kembali;Maret
2303070094;FKIP;49976;Sagaras;813;Kesusastraan;2024-03-22;2024-03-29;Telah Kembali;Maret
2303070094;FKIP;50803;new york times bestselling series;813;Kesusastraan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010075;FEBM;591.3;AKUNTASI PAJAK;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010075;FEBM;18716;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010045;FEBM;26679;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010045;FEBM;304PB3.4;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010093;FEBM;26680;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010093;FEBM;15.424.2;Hukum Bisnis untuk Perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010093;FEBM;33870;EKONOMI MATEMATIKA BISNIS;330;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010138;FEBM;31941;Akuntansi manajerial ed.14 bku 1;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010138;FEBM;42421;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204020152;FEBM;39881;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204020152;FEBM;015MHS3.1;Manajemen operasional;659;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010049;FEBM;15.224.1;KUHAP Lengkap;345;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304120149;FEBM;26682;Hukum bisnis untuk perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010147;FEBM;15.424.1;Hukum Bisnis untuk Perusahaan;346;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010147;FEBM;15.9.2;KUHAP dan KUHP;345;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304120200;FEBM;P01410009;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304010047;FEBM;221;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2304020056;FEBM;2354;Akuntansi Jilid 2;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2304020056;FEBM;25972;Akuntansi keuangan intermediate accounting buku 1;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2104010050;FEBM;35890;Surat batak;800;Kesusastraan;2024-03-22;2024-03-29;Telah Kembali;Maret
2104010050;FEBM;39514;detik-detik proklamasi saat-saat menegangkan menjelang kemerdekaan republik;900;Geografi dan sejarah;2024-03-22;2024-03-29;Telah Kembali;Maret
2205030018;FISIP;33742;Psikologi sosial;155;Filsafat;2024-03-22;2024-03-29;Telah Kembali;Maret
2205040134;FISIP;34128;HIMPUNAN LENGKAP UNDANG-UNDANG PPH;343;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2205040134;FISIP;24194;Hukum pajak;336;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2205040134;FISIP;41834;Pengantar hukum pajak - Edisi terbaru;340;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2203010015;FKIP;32151;Pengantar statistik pendidikan;310;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2004020014;FEBM;28269;Structural Equation Modeling: Data Kuesioner;1;Karya umum;2024-03-22;2024-03-29;Telah Kembali;Maret
2304020091;FEBM;304PB3.2;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010055;FEBM;32063;Akuntansi perpajakan ed.2;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010061;FEBM;2665;Akuntansi Manajerial Accounting Managerial;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010061;FEBM;2239;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010065;FEBM;269;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010065;FEBM;18716;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2204010064;FEBM;18715;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2203020010;FKIP;32423;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2203020010;FKIP;17863;Belajar dan pembelajaran SAINS;372;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2203020028;FKIP;32379;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-22;2024-03-29;Telah Kembali;Maret
2203020028;FKIP;17582;Belajar dan pembelajaran sains;372;Ilmu-ilmu sosial;2024-03-22;2024-03-29;Telah Kembali;Maret
2203020028;FKIP;48568;Pemrograman komputer;5;Karya umum;2024-03-22;2024-03-29;Telah Kembali;Maret
